medal date,medal type,medal code, Player name,gender,country
27-07-24,Silver Medal,2,YANG William,Male,Australia
27-07-24,Silver Medal,2,SOUTHAM Flynn,Male,Australia
27-07-24,Silver Medal,2,CHALMERS Kyle,Male,Australia
27-07-24,Silver Medal,2,TAYLOR Kai,Male,Australia
27-07-24,Bronze Medal,3,ZAZZERI Lorenzo,Male,Italy
27-07-24,Bronze Medal,3,DEPLANO Leonardo,Male,Italy
27-07-24,Bronze Medal,3,CONTE BONIN Paolo,Male,Italy
27-07-24,Bronze Medal,3,FRIGO Manuel,Male,Italy
27-07-24,Bronze Medal,3,CECCON Thomas,Male,Italy
27-07-24,Bronze Medal,3,MIRESSI Alessandro,Male,Italy
27-07-24,Gold Medal,1,WUNSCH Olivia,Female,Australia
27-07-24,Gold Medal,1,CAMPBELL Bronte,Female,Australia
27-07-24,Gold Medal,1,HARRIS Meg,Female,Australia
27-07-24,Gold Medal,1,McKEON Emma,Female,Australia
27-07-24,Gold Medal,1,JACK Shayna,Female,Australia
27-07-24,Gold Medal,1,O'CALLAGHAN Mollie,Female,Australia
27-07-24,Silver Medal,2,WEITZEIL Abbey,Female,United States
27-07-24,Silver Medal,2,MANUEL Simone,Female,United States
27-07-24,Silver Medal,2,CONNOLLY Erika,Female,United States
27-07-24,Silver Medal,2,DOUGLASS Kate,Female,United States
27-07-24,Silver Medal,2,HUSKE Torri,Female,United States
27-07-24,Silver Medal,2,WALSH Gretchen,Female,United States
27-07-24,Bronze Medal,3,CHENG Yujie,Female,China
27-07-24,Bronze Medal,3,WU Qingfeng,Female,China
27-07-24,Bronze Medal,3,YU Yiting,Female,China
27-07-24,Bronze Medal,3,YANG Junxuan,Female,China
27-07-24,Bronze Medal,3,ZHANG Yufei,Female,China
28-07-24,Gold Medal,1,JEON Hunyoung,Female,Korea
28-07-24,Gold Medal,1,LIM Sihyeon,Female,Korea
28-07-24,Gold Medal,1,NAM Suhyeon,Female,Korea
28-07-24,Silver Medal,2,AN Qixuan,Female,China
28-07-24,Silver Medal,2,LI Jiaman,Female,China
28-07-24,Silver Medal,2,YANG Xiaolei,Female,China
28-07-24,Bronze Medal,3,RUIZ Angela,Female,Mexico
28-07-24,Bronze Medal,3,VALENCIA Alejandra,Female,Mexico
28-07-24,Bronze Medal,3,VAZQUEZ Ana,Female,Mexico
29-07-24,Gold Medal,1,KIM Je Deok,Male,Korea
29-07-24,Gold Medal,1,KIM Woojin,Male,Korea
29-07-24,Gold Medal,1,LEE Wooseok,Male,Korea
29-07-24,Silver Medal,2,ADDIS Baptiste,Male,France
29-07-24,Silver Medal,2,CHIRAULT Thomas,Male,France
29-07-24,Silver Medal,2,VALLADONT Jean-Charles,Male,France
29-07-24,Bronze Medal,3,GAZOZ Mete,Male,Türkiye
29-07-24,Bronze Medal,3,TUMER Berkim,Male,Türkiye
29-07-24,Bronze Medal,3,YILDIRMIS Abdullah,Male,Türkiye
29-07-24,Gold Medal,1,HASHIMOTO Daiki,Male,Japan
29-07-24,Gold Medal,1,KAYA Kazuma,Male,Japan
29-07-24,Gold Medal,1,OKA Shinnosuke,Male,Japan
29-07-24,Gold Medal,1,SUGINO Takaaki,Male,Japan
29-07-24,Gold Medal,1,TANIGAWA Wataru,Male,Japan
29-07-24,Silver Medal,2,LIU Yang,Male,China
29-07-24,Silver Medal,2,SU Weide,Male,China
29-07-24,Silver Medal,2,XIAO Ruoteng,Male,China
29-07-24,Silver Medal,2,ZHANG Boheng,Male,China
29-07-24,Silver Medal,2,ZOU Jingyuan,Male,China
29-07-24,Bronze Medal,3,HONG Asher,Male,United States
29-07-24,Bronze Medal,3,JUDA Paul,Male,United States
29-07-24,Bronze Medal,3,MALONE Brody,Male,United States
29-07-24,Bronze Medal,3,NEDOROSCIK Stephen,Male,United States
29-07-24,Bronze Medal,3,RICHARD Frederick,Male,United States
29-07-24,Gold Medal,1,LIAN Junjie,Male,China
29-07-24,Gold Medal,1,YANG Hao,Male,China
29-07-24,Silver Medal,2,DALEY Thomas,Male,Great Britain
29-07-24,Silver Medal,2,WILLIAMS Noah,Male,Great Britain
29-07-24,Bronze Medal,3,WIENS Rylan,Male,Canada
29-07-24,Bronze Medal,3,ZSOMBOR-MURRAY Nathan,Male,Canada
29-07-24,Gold Medal,1,McEWEN Tom,Male,Great Britain
29-07-24,Gold Medal,1,COLLETT Laura,Female,Great Britain
29-07-24,Gold Medal,1,CANTER Rosalind,Female,Great Britain
29-07-24,Gold Medal,1,INGHAM Yasmin,Female,Great Britain
29-07-24,Silver Medal,2,LAGHOUAG Karim Florent,Male,France
29-07-24,Silver Medal,2,LANDOIS Stephane,Male,France
29-07-24,Silver Medal,2,TOUZAINT Nicolas,Male,France
29-07-24,Silver Medal,2,le COZ Gireg,Male,France
29-07-24,Bronze Medal,3,KITAJIMA Ryuzo,Male,Japan
29-07-24,Bronze Medal,3,OIWA Yoshiaki,Male,Japan
29-07-24,Bronze Medal,3,TOMOTO Kazuma,Male,Japan
29-07-24,Bronze Medal,3,TANAKA Toshiyuki,Male,Japan
30-07-24,Gold Medal,1,BILES Simone,Female,United States
30-07-24,Gold Medal,1,CAREY Jade,Female,United States
30-07-24,Gold Medal,1,CHILES Jordan,Female,United States
30-07-24,Gold Medal,1,LEE Sunisa,Female,United States
30-07-24,Gold Medal,1,RIVERA Hezly,Female,United States
30-07-24,Silver Medal,2,ANDREOLI Angela,Female,Italy
30-07-24,Silver Medal,2,D'AMATO Alice,Female,Italy
30-07-24,Silver Medal,2,ESPOSITO Manila,Female,Italy
30-07-24,Silver Medal,2,IORIO Elisa,Female,Italy
30-07-24,Silver Medal,2,VILLA Giorgia,Female,Italy
30-07-24,Bronze Medal,3,ANDRADE Rebeca,Female,Brazil
30-07-24,Bronze Medal,3,BARBOSA Jade,Female,Brazil
30-07-24,Bronze Medal,3,OLIVEIRA Lorrane,Female,Brazil
30-07-24,Bronze Medal,3,SARAIVA Flavia,Female,Brazil
30-07-24,Bronze Medal,3,SOARES Julia,Female,Brazil
30-07-24,Gold Medal,1,FIAMINGO Rossella,Female,Italy
30-07-24,Gold Medal,1,RIZZI Giulia,Female,Italy
30-07-24,Gold Medal,1,SANTUCCIO Alberta,Female,Italy
30-07-24,Gold Medal,1,NAVARRIA Mara,Female,Italy
30-07-24,Silver Medal,2,VITALIS Coraline,Female,France
30-07-24,Silver Medal,2,MALLO-BRETON Auriane,Female,France
30-07-24,Silver Medal,2,CANDASSAMY Marie-Florence,Female,France
30-07-24,Silver Medal,2,LOUIS-MARIE Alexandra,Female,France
30-07-24,Bronze Medal,3,KNAPIK-MIAZGA Renata,Female,Poland
30-07-24,Bronze Medal,3,SWATOWSKA-WENGLARCZYK Martyna,Female,Poland
30-07-24,Bronze Medal,3,KLASIK Alicja,Female,Poland
30-07-24,Bronze Medal,3,JARECKA Aleksandra,Female,Poland
30-07-24,Gold Medal,1,POURI-LANE Risi,Female,New Zealand
30-07-24,Gold Medal,1,MILLER Jorja,Female,New Zealand
30-07-24,Gold Medal,1,WAAKA Stacey,Female,New Zealand
30-07-24,Gold Medal,1,NUKU Manaia,Female,New Zealand
30-07-24,Gold Medal,1,HIRINI Sarah,Female,New Zealand
30-07-24,Gold Medal,1,BLYDE Michaela,Female,New Zealand
30-07-24,Gold Medal,1,KING Tyla,Female,New Zealand
30-07-24,Gold Medal,1,PAUL Mahina,Female,New Zealand
30-07-24,Gold Medal,1,FELIX-HOTHAM Jazmin,Female,New Zealand
30-07-24,Gold Medal,1,SETEFANO Theresa,Female,New Zealand
30-07-24,Gold Medal,1,WOODMAN-WICKLIFFE Portia,Female,New Zealand
30-07-24,Gold Medal,1,SAILI Alena,Female,New Zealand
30-07-24,Silver Medal,2,CROSSLEY Caroline,Female,Canada
30-07-24,Silver Medal,2,APPS Olivia,Female,Canada
30-07-24,Silver Medal,2,CORRIGAN Alysha,Female,Canada
30-07-24,Silver Medal,2,HOGAN-ROCHESTER Asia,Female,Canada
30-07-24,Silver Medal,2,DANIELS Chloe,Female,Canada
30-07-24,Silver Medal,2,WILLIAMS Charity,Female,Canada
30-07-24,Silver Medal,2,SYMONDS Florence,Female,Canada
30-07-24,Silver Medal,2,NORSTEN Carissa,Female,Canada
30-07-24,Silver Medal,2,SCURFIELD Krissy,Female,Canada
30-07-24,Silver Medal,2,BERMUDEZ Fancy,Female,Canada
30-07-24,Silver Medal,2,LOGAN Piper,Female,Canada
30-07-24,Silver Medal,2,WARDLEY Keyara,Female,Canada
30-07-24,Silver Medal,2,PERRY Taylor,Female,Canada
30-07-24,Silver Medal,2,VALENZUELA Shalaya,Female,Canada
30-07-24,Bronze Medal,3,RAMSEY Ariana,Female,United States
30-07-24,Bronze Medal,3,MAHER Ilona,Female,United States
30-07-24,Bronze Medal,3,CANETT Kayla,Female,United States
30-07-24,Bronze Medal,3,SULLIVAN Sammy,Female,United States
30-07-24,Bronze Medal,3,KELTER Alev,Female,United States
30-07-24,Bronze Medal,3,DOYLE Lauren,Female,United States
30-07-24,Bronze Medal,3,TAPPER Naya,Female,United States
30-07-24,Bronze Medal,3,SEDRICK Alex,Female,United States
30-07-24,Bronze Medal,3,OLSEN Alena,Female,United States
30-07-24,Bronze Medal,3,ROVETTI Steph,Female,United States
30-07-24,Bronze Medal,3,LEVY Sarah,Female,United States
30-07-24,Bronze Medal,3,KIRSHE Kristi,Female,United States
30-07-24,Gold Medal,1,ARUNOVIC Zorana,Female,Serbia
30-07-24,Gold Medal,1,MIKEC Damir,Male,Serbia
30-07-24,Silver Medal,2,TARHAN Sevval Ilayda,Female,Türkiye
30-07-24,Silver Medal,2,DIKEC Yusuf,Male,Türkiye
30-07-24,Bronze Medal,3,BHAKER Manu,Female,India
30-07-24,Bronze Medal,3,SINGH Sarabjot,Male,India
30-07-24,Gold Medal,1,GUY James,Male,Great Britain
30-07-24,Gold Medal,1,McMILLAN Jack,Male,Great Britain
30-07-24,Gold Medal,1,BIRD Kieran,Male,Great Britain
30-07-24,Gold Medal,1,DEAN Tom,Male,Great Britain
30-07-24,Gold Medal,1,RICHARDS Matthew,Male,Great Britain
30-07-24,Gold Medal,1,SCOTT Duncan,Male,Great Britain
30-07-24,Silver Medal,2,KIBLER Drew,Male,United States
30-07-24,Silver Medal,2,CURRY Brooks,Male,United States
30-07-24,Silver Medal,2,PIERONI Blake,Male,United States
30-07-24,Silver Medal,2,GUILIANO Chris,Male,United States
30-07-24,Silver Medal,2,FOSTER Carson,Male,United States
30-07-24,Silver Medal,2,HOBSON Luke,Male,United States
30-07-24,Silver Medal,2,SMITH Kieran,Male,United States
30-07-24,Bronze Medal,3,TAYLOR Kai,Male,Australia
30-07-24,Bronze Medal,3,INCERTI Zac,Male,Australia
30-07-24,Bronze Medal,3,SOUTHAM Flynn,Male,Australia
30-07-24,Bronze Medal,3,NEILL Thomas,Male,Australia
30-07-24,Bronze Medal,3,GIULIANI Maximillian,Male,Australia
30-07-24,Bronze Medal,3,WINNINGTON Elijah,Male,Australia
30-07-24,Gold Medal,1,WANG Chuqin,Male,China
30-07-24,Gold Medal,1,SUN Yingsha,Female,China
30-07-24,Silver Medal,2,RI Jong Sik,Male,DPR Korea
30-07-24,Silver Medal,2,KIM Kum Yong,Female,DPR Korea
30-07-24,Bronze Medal,3,LIM Jonghoon,Male,Korea
30-07-24,Bronze Medal,3,SHIN Yubin,Female,Korea
31-07-24,Gold Medal,1,CHEN Yuxi,Female,China
31-07-24,Gold Medal,1,QUAN Hongchan,Female,China
31-07-24,Silver Medal,2,JO Jin Mi,Female,DPR Korea
31-07-24,Silver Medal,2,KIM Mi Rae,Female,DPR Korea
31-07-24,Bronze Medal,3,SPENDOLINI SIRIEIX Andrea,Female,Great Britain
31-07-24,Bronze Medal,3,TOULSON Lois,Female,Great Britain
31-07-24,Gold Medal,1,GU Bongil,Male,Korea
31-07-24,Gold Medal,1,OH Sanguk,Male,Korea
31-07-24,Gold Medal,1,PARK Sangwon,Male,Korea
31-07-24,Gold Medal,1,DO Gyeongdong,Male,Korea
31-07-24,Silver Medal,2,GEMESI Csanad,Male,Hungary
31-07-24,Silver Medal,2,SZILAGYI Aron,Male,Hungary
31-07-24,Silver Medal,2,SZATMARI Andras,Male,Hungary
31-07-24,Silver Medal,2,RABB Krisztian,Male,Hungary
31-07-24,Bronze Medal,3,APITHY Bolade,Male,France
31-07-24,Bronze Medal,3,PIANFETTI Maxime,Male,France
31-07-24,Bronze Medal,3,PATRICE Sebastien,Male,France
31-07-24,Bronze Medal,3,PATRICE Jean-Philippe,Male,France
31-07-24,Gold Medal,1,van LIEROP Lennart,Male,Netherlands
31-07-24,Gold Medal,1,FLORIJN Finn,Male,Netherlands
31-07-24,Gold Medal,1,WIETEN Tone,Male,Netherlands
31-07-24,Gold Medal,1,METSEMAKERS Koen,Male,Netherlands
31-07-24,Silver Medal,2,CHIUMENTO Luca,Male,Italy
31-07-24,Silver Medal,2,RAMBALDI Luca,Male,Italy
31-07-24,Silver Medal,2,PANIZZA Andrea,Male,Italy
31-07-24,Silver Medal,2,GENTILI Giacomo,Male,Italy
31-07-24,Bronze Medal,3,CZAJA Dominik,Male,Poland
31-07-24,Bronze Medal,3,BISKUP Mateusz,Male,Poland
31-07-24,Bronze Medal,3,ZIETARSKI Miroslaw,Male,Poland
31-07-24,Bronze Medal,3,BARANSKI Fabian,Male,Poland
31-07-24,Gold Medal,1,HENRY Lauren,Female,Great Britain
31-07-24,Gold Medal,1,SCOTT Hannah,Female,Great Britain
31-07-24,Gold Medal,1,ANDERSON Lola,Female,Great Britain
31-07-24,Gold Medal,1,BRAYSHAW Georgina,Female,Great Britain
31-07-24,Silver Medal,2,YOUSSIFOU Laila,Female,Netherlands
31-07-24,Silver Medal,2,PAULIS Bente,Female,Netherlands
31-07-24,Silver Medal,2,de JONG Roos,Female,Netherlands
31-07-24,Silver Medal,2,DULLEMANS Tessa,Female,Netherlands
31-07-24,Bronze Medal,3,VOELZ Maren,Female,Germany
31-07-24,Bronze Medal,3,SCHENDEKEHL Tabea,Female,Germany
31-07-24,Bronze Medal,3,MENZEL Leonie,Female,Germany
31-07-24,Bronze Medal,3,GREITEN Pia,Female,Germany
01-08-24,Gold Medal,1,SCRUGGS Lauren,Female,United States
01-08-24,Gold Medal,1,KIEFER Lee,Female,United States
01-08-24,Gold Medal,1,DUBROVICH Jacqueline,Female,United States
01-08-24,Gold Medal,1,WEINTRAUB Maia Mei,Female,United States
01-08-24,Silver Medal,2,ERRIGO Arianna,Female,Italy
01-08-24,Silver Medal,2,FAVARETTO Martina,Female,Italy
01-08-24,Silver Medal,2,VOLPI Alice,Female,Italy
01-08-24,Silver Medal,2,PALUMBO Francesca,Female,Italy
01-08-24,Bronze Medal,3,AZUMA Sera,Female,Japan
01-08-24,Bronze Medal,3,UENO Yuka,Female,Japan
01-08-24,Bronze Medal,3,MIYAWAKI Karin,Female,Japan
01-08-24,Bronze Medal,3,KIKUCHI Komaki,Female,Japan
01-08-24,Gold Medal,1,CORNEA Andrei Sebastian,Male,Romania
01-08-24,Gold Medal,1,ENACHE Marian Florian,Male,Romania
01-08-24,Silver Medal,2,TWELLAAR Melvin,Male,Netherlands
01-08-24,Silver Medal,2,BROENINK Stef,Male,Netherlands
01-08-24,Bronze Medal,3,LYNCH Daire,Male,Ireland
01-08-24,Bronze Medal,3,DOYLE Phili,Male,Ireland
01-08-24,Gold Medal,1,MEAD Nick,Male,United States
01-08-24,Gold Medal,1,BEST Justin,Male,United States
01-08-24,Gold Medal,1,GRADY Michael,Male,United States
01-08-24,Gold Medal,1,CORRIGAN Liam,Male,United States
01-08-24,Silver Medal,2,MACLEAN Ollie,Male,New Zealand
01-08-24,Silver Medal,2,ULLRICH Logan,Male,New Zealand
01-08-24,Silver Medal,2,MURRAY Tom,Male,New Zealand
01-08-24,Silver Medal,2,MACDONALD Matt,Male,New Zealand
01-08-24,Bronze Medal,3,WILKES Oliver,Male,Great Britain
01-08-24,Bronze Medal,3,AMBLER David,Male,Great Britain
01-08-24,Bronze Medal,3,ALDRIDGE Matt,Male,Great Britain
01-08-24,Bronze Medal,3,DAVIDSON Freddie,Male,Great Britain
01-08-24,Gold Medal,1,FRANCIS Brooke,Female,New Zealand
01-08-24,Gold Medal,1,SPOORS Lucy,Female,New Zealand
01-08-24,Silver Medal,2,BODNAR Ancuta,Female,Romania
01-08-24,Silver Medal,2,RADIS Simona,Female,Romania
01-08-24,Bronze Medal,3,HODGKINS BYRNE Mathilda,Female,Great Britain
01-08-24,Bronze Medal,3,WILDE Rebecca,Female,Great Britain
01-08-24,Gold Medal,1,OLDENBURG Marloes,Female,Netherlands
01-08-24,Gold Medal,1,DRENTH Hermijntje,Female,Netherlands
01-08-24,Gold Medal,1,OFFEREINS Tinka,Female,Netherlands
01-08-24,Gold Medal,1,BOONSTRA Benthe,Female,Netherlands
01-08-24,Silver Medal,2,GLOVER Helen,Female,Great Britain
01-08-24,Silver Medal,2,BOOTH Esme,Female,Great Britain
01-08-24,Silver Medal,2,REDGRAVE Sam,Female,Great Britain
01-08-24,Silver Medal,2,SHORTEN Rebecca,Female,Great Britain
01-08-24,Bronze Medal,3,GOWLER Jackie,Female,New Zealand
01-08-24,Bronze Medal,3,SPOORS Phoebe,Female,New Zealand
01-08-24,Bronze Medal,3,WADDY Davina,Female,New Zealand
01-08-24,Bronze Medal,3,WILLIAMS Kerri,Female,New Zealand
01-08-24,Gold Medal,1,PALLISTER Lani,Female,Australia
01-08-24,Gold Medal,1,PERKINS Jamie,Female,Australia
01-08-24,Gold Medal,1,THROSSELL Brianna,Female,Australia
01-08-24,Gold Medal,1,JACK Shayna,Female,Australia
01-08-24,Gold Medal,1,O'CALLAGHAN Mollie,Female,Australia
01-08-24,Gold Medal,1,TITMUS Ariarne,Female,Australia
01-08-24,Silver Medal,2,PEPLOWSKI Anna,Female,United States
01-08-24,Silver Medal,2,GEMMELL Erin,Female,United States
01-08-24,Silver Medal,2,MANUEL Simone,Female,United States
01-08-24,Silver Medal,2,SHACKELL Alex,Female,United States
01-08-24,Silver Medal,2,LEDECKY Katie,Female,United States
01-08-24,Silver Medal,2,MADDEN Paige,Female,United States
01-08-24,Silver Medal,2,WEINSTEIN Claire,Female,United States
01-08-24,Bronze Medal,3,TANG Muhan,Female,China
01-08-24,Bronze Medal,3,KONG Yaqi,Female,China
01-08-24,Bronze Medal,3,GE Chutong,Female,China
01-08-24,Bronze Medal,3,LIU Yaxin,Female,China
01-08-24,Bronze Medal,3,LI Bingjie,Female,China
01-08-24,Bronze Medal,3,YANG Junxuan,Female,China
02-08-24,Gold Medal,1,LIM Sihyeon,Female,Korea
02-08-24,Gold Medal,1,KIM Woojin,Male,Korea
02-08-24,Silver Medal,2,KROPPEN Michelle,Female,Germany
02-08-24,Silver Medal,2,UNRUH Florian,Male,Germany
02-08-24,Bronze Medal,3,KAUFHOLD Casey,Female,United States
02-08-24,Bronze Medal,3,ELLISON Brady,Male,United States
02-08-24,Gold Medal,1,ZHENG Si Wei,Male,China
02-08-24,Gold Medal,1,HUANG Ya Qiong,Female,China
02-08-24,Silver Medal,2,KIM Won Ho,Male,Korea
02-08-24,Silver Medal,2,JEONG Na Eun,Female,Korea
02-08-24,Bronze Medal,3,WATANABE Yuta,Male,Japan
02-08-24,Bronze Medal,3,HIGASHINO Arisa,Female,Japan
02-08-24,Gold Medal,1,LONG Daoyi,Male,China
02-08-24,Gold Medal,1,WANG Zongyuan,Male,China
02-08-24,Silver Medal,2,CELAYA HERNANDEZ Juan Manuel,Male,Mexico
02-08-24,Silver Medal,2,OLVERA IBARRA Osmar,Male,Mexico
02-08-24,Bronze Medal,3,HARDING Anthony,Male,Great Britain
02-08-24,Bronze Medal,3,LAUGHER Jack,Male,Great Britain
02-08-24,Gold Medal,1,BRASH Scott,Male,Great Britain
02-08-24,Gold Medal,1,CHARLES Harry,Male,Great Britain
02-08-24,Gold Medal,1,MAHER Ben,Male,Great Britain
02-08-24,Gold Medal,1,STOCKDALE Joseph,Male,Great Britain
02-08-24,Silver Medal,2,WARD McLain,Male,United States
02-08-24,Silver Medal,2,FARRINGTON Kent,Male,United States
02-08-24,Silver Medal,2,KRAUT Laura,Female,United States
02-08-24,Silver Medal,2,COOK Karl,Male,United States
02-08-24,Bronze Medal,3,,,
02-08-24,Bronze Medal,3,DELESTRE Simon,Male,France
02-08-24,Bronze Medal,3,EPAILLARD Julien,Male,France
02-08-24,Bronze Medal,3,PERREAU Olivier,Male,France
02-08-24,Gold Medal,1,SIKLOSI Gergely,Male,Hungary
02-08-24,Gold Medal,1,KOCH Mate Tamas,Male,Hungary
02-08-24,Gold Medal,1,ANDRASFI Tibor,Male,Hungary
02-08-24,Gold Medal,1,NAGY David,Male,Hungary
02-08-24,Silver Medal,2,KANO Koki,Male,Japan
02-08-24,Silver Medal,2,MINOBE Kazuyasu,Male,Japan
02-08-24,Silver Medal,2,YAMADA Masaru,Male,Japan
02-08-24,Silver Medal,2,KOMATA Akira,Male,Japan
02-08-24,Bronze Medal,3,BERAN Jiri,Male,Czechia
02-08-24,Bronze Medal,3,JURKA Jakub,Male,Czechia
02-08-24,Bronze Medal,3,RUBES Martin,Male,Czechia
02-08-24,Bronze Medal,3,CUPR Michal,Male,Czechia
02-08-24,Gold Medal,1,Mc CARTHY Fintan,Male,Ireland
02-08-24,Gold Medal,1,O DONOVAN Paul,Male,Ireland
02-08-24,Silver Medal,2,OPPO Stefano,Male,Italy
02-08-24,Silver Medal,2,SOARES Gabriel,Male,Italy
02-08-24,Bronze Medal,3,PAPAKONSTANTINOU Antonios,Male,Greece
02-08-24,Bronze Medal,3,GKAIDATZIS Petros,Male,Greece
02-08-24,Gold Medal,1,CRAIG Emily,Female,Great Britain
02-08-24,Gold Medal,1,GRANT Imogen,Female,Great Britain
02-08-24,Silver Medal,2,van GRONINGEN Gianina Elena,Female,Romania
02-08-24,Silver Medal,2,COZMIUC Ionela Livia,Female,Romania
02-08-24,Bronze Medal,3,KONTOU Dimitra,Female,Greece
02-08-24,Bronze Medal,3,FITSIOU Zoi,Female,Greece
02-08-24,Gold Medal,1,SINKOVIC Martin,Male,Croatia
02-08-24,Gold Medal,1,SINKOVIC Valent,Male,Croatia
02-08-24,Silver Medal,2,WYNNE-GRIFFITH Oliver,Male,Great Britain
02-08-24,Silver Medal,2,GEORGE Tom,Male,Great Britain
02-08-24,Bronze Medal,3,ROEOESLI Roman,Male,Switzerland
02-08-24,Bronze Medal,3,GULICH Andrin,Male,Switzerland
02-08-24,Gold Medal,1,CLEVERING Ymkje,Female,Netherlands
02-08-24,Gold Medal,1,MEESTER Veronique,Female,Netherlands
02-08-24,Silver Medal,2,VRINCEANU Ioana,Female,Romania
02-08-24,Silver Medal,2,ANGHEL Roxana,Female,Romania
02-08-24,Bronze Medal,3,MORRISON Jess,Female,Australia
02-08-24,Bronze Medal,3,McINTYRE Annabelle,Female,Australia
02-08-24,Gold Medal,1,BOTIN le CHEVER Diego,Male,Spain
02-08-24,Gold Medal,1,TRITTEL PAUL Florian,Male,Spain
02-08-24,Silver Medal,2,McHARDIE Isaac,Male,New Zealand
02-08-24,Silver Medal,2,McKENZIE William,Male,New Zealand
02-08-24,Bronze Medal,3,BARROWS Ian,Male,United States
02-08-24,Bronze Medal,3,HENKEN Hans,Male,United States
02-08-24,Gold Medal,1,van AANHOLT Odile,Female,Netherlands
02-08-24,Gold Medal,1,DUETZ Annette,Female,Netherlands
02-08-24,Silver Medal,2,BOBECK Vilma,Female,Sweden
02-08-24,Silver Medal,2,NETZLER Rebecca,Female,Sweden
02-08-24,Bronze Medal,3,STEYAERT Sarah,Female,France
02-08-24,Bronze Medal,3,PICON Charline,Female,France
02-08-24,Gold Medal,1,SINIAKOVA Katerina,Female,Czechia
02-08-24,Gold Medal,1,MACHAC Tomas,Male,Czechia
02-08-24,Silver Medal,2,WANG Xinyu,Female,China
02-08-24,Silver Medal,2,ZHANG Zhizhen,Male,China
02-08-24,Bronze Medal,3,DABROWSKI Gabriela,Female,Canada
02-08-24,Bronze Medal,3,AUGER-ALIASSIME Felix,Male,Canada
03-08-24,Gold Medal,1,KLEIN IKKINK Isaya,Male,Netherlands
03-08-24,Gold Medal,1,OMALLA Eugene,Male,Netherlands
03-08-24,Gold Medal,1,BOL Femke,Female,Netherlands
03-08-24,Gold Medal,1,KLAVER Lieke,Female,Netherlands
03-08-24,Gold Medal,1,PEETERS Cathelijn,Female,Netherlands
03-08-24,Gold Medal,1,,,
03-08-24,Silver Medal,2,DEADMON Bryce,Male,United States
03-08-24,Silver Medal,2,NORWOOD Vernon,Male,United States
03-08-24,Silver Medal,2,WILSON Quincy,Male,United States
03-08-24,Silver Medal,2,BROWN Kaylyn,Female,United States
03-08-24,Silver Medal,2,LITTLE Shamier,Female,United States
03-08-24,Silver Medal,2,WHITTAKER Isabella,Female,United States
03-08-24,Bronze Medal,3,DAVEY Lewis,Male,Great Britain
03-08-24,Bronze Medal,3,HAYDOCK-WILSON Alex,Male,Great Britain
03-08-24,Bronze Medal,3,JEFFERIES Ben,Male,Great Britain
03-08-24,Bronze Medal,3,REARDON Samuel,Male,Great Britain
03-08-24,Bronze Medal,3,ANNING Amber,Female,Great Britain
03-08-24,Bronze Medal,3,KELLY Hannah,Female,Great Britain
03-08-24,Bronze Medal,3,NIELSEN Laviai,Female,Great Britain
03-08-24,Bronze Medal,3,WILLIAMS Jodie,Female,Great Britain
03-08-24,Bronze Medal,3,YEARGIN Nicole,Female,Great Britain
03-08-24,Gold Medal,1,CHEN Qing Chen,Female,China
03-08-24,Gold Medal,1,JIA Yi Fan,Female,China
03-08-24,Silver Medal,2,LIU Sheng Shu,Female,China
03-08-24,Silver Medal,2,TAN Ning,Female,China
03-08-24,Bronze Medal,3,MATSUYAMA Nami,Female,Japan
03-08-24,Bronze Medal,3,SHIDA Chiharu,Female,Japan
03-08-24,Gold Medal,1,von BREDOW-WERNDL Jessica,Female,Germany
03-08-24,Gold Medal,1,WANDRES Frederic,Male,Germany
03-08-24,Gold Medal,1,WERTH Isabell,Female,Germany
03-08-24,Gold Medal,1,ROTHENBERGER Soenke,Male,Germany
03-08-24,Silver Medal,2,BACHMANN ANDERSEN Daniel,Male,Denmark
03-08-24,Silver Medal,2,LAUDRUP-DUFOUR Cathrine,Female,Denmark
03-08-24,Silver Medal,2,SKODBORG MERRALD Nanna,Female,Denmark
03-08-24,Silver Medal,2,SLOTH Nadja Aaboe,Female,Denmark
03-08-24,Bronze Medal,3,FRY Charlotte,Female,Great Britain
03-08-24,Bronze Medal,3,HESTER Carl,Male,Great Britain
03-08-24,Bronze Medal,3,MOODY Becky,Female,Great Britain
03-08-24,Bronze Medal,3,GOULD Andrew,Male,Great Britain
03-08-24,Gold Medal,1,KHARLAN Olga,Female,Ukraine
03-08-24,Gold Medal,1,KOMASHCHUK Alina,Female,Ukraine
03-08-24,Gold Medal,1,KRAVATSKA Olena,Female,Ukraine
03-08-24,Gold Medal,1,BAKASTOVA Yuliia,Female,Ukraine
03-08-24,Silver Medal,2,YOON Jisu,Female,Korea
03-08-24,Silver Medal,2,JEON Hayoung,Female,Korea
03-08-24,Silver Medal,2,CHOI Sebin,Female,Korea
03-08-24,Silver Medal,2,JEON Eunhye,Female,Korea
03-08-24,Bronze Medal,3,EMURA Misaki,Female,Japan
03-08-24,Bronze Medal,3,TAKASHIMA Risa,Female,Japan
03-08-24,Bronze Medal,3,FUKUSHIMA Shihomi,Female,Japan
03-08-24,Bronze Medal,3,OZAKI Seri,Female,Japan
03-08-24,Gold Medal,1,BOUKLI Shirine,Female,France
03-08-24,Gold Medal,1,BUCHARD Amandine,Female,France
03-08-24,Gold Medal,1,CYSIQUE Sarah Leonie,Female,France
